C = 
11.3	9.9	7.5	3.6	5.7	12.1	16.7	2.2	7.1	5.9	9.5	9.9	12.4	6.1	8.7	12.3	17.5	15.1	13.8	4.6	4.4	8.8	11.3	3.8	7.6	5	10.6	10.1	17.6	12.4	9.7	11	
16.2	9.7	7.4	5.1	3.5	9.9	14.5	9	13.9	6	9.3	9.8	12.2	7	9.2	10.1	12.3	12.9	12.6	11.4	4.5	8.6	11.2	3.6	7.5	6.5	8.4	10.9	15.4	11.2	16.5	11.1	
11	9.6	7.2	5	5	7.7	12.3	6.8	12.7	12.8	9.4	9.6	12.1	5.8	10.1	11.6	10.1	10.7	10.4	10.2	11.3	8.7	11	3.5	7.3	6.4	9.9	14.7	13.2	9	15.3	17.9	
11.1	9.4	7.1	4.8	4.9	14.2	18.1	4.6	10.5	11.6	16.2	9.7	11.9	5.7	9.9	11.5	11.6	8.5	8.2	8	10.1	15.5	11.1	3.3	7.8	6.2	9.8	10.2	11	6.8	13.1	16.7	
17.9	9.5	6.9	4.7	4.7	9.1	16.6	2.4	8.3	9.4	15	16.5	12	5.5	9.8	11.3	11.5	10	6	5.8	7.9	14.3	17.9	3.4	7	6.1	9.6	10.1	12.5	4.6	10.9	14.5	
16.7	16.3	7	4.5	4.6	8.9	11.5	3.9	6.1	7.2	12.8	15.3	18.8	5.6	9.6	11.2	11.3	9.9	7.5	3.6	5.7	12.1	16.7	10.2	7.1	5.9	9.5	9.9	12.4	6.1	8.7	12.3	
14.5	15.1	13.8	4.6	4.4	8.8	11.3	3.8	7.6	5	10.6	13.1	17.6	12.4	9.7	11	11.2	9.7	7.4	8.1	11.6	9.9	14.5	5	13.9	6	12.3	9.8	12.2	6	10.2	10.1	
######################################################
D = 
7.7	3.9	-0.8	-5.4	1.3	3.3	6.8	-1.1	3.5	1.2	4.5	5.3	6.4	-2.2	-0.3	-0.1	6.7	5.2	2.5	0	-0.3	2.8	7.7	-2.2	-0.7	-4	-1.8	6.3	7.7	1.1	5.1	7.3	
6.2	6.1	1.4	-3.2	-5.5	-2.5	6.7	-0.9	2.6	1.4	4.6	4.8	8.6	0	1.9	1.1	-0.1	5.1	2.7	0.1	-0.1	3.9	6.2	0	1.5	-1.8	-0.6	-1.5	7.6	1.3	5.2	6.5	
6.3	4.6	3.6	-1	-3.3	-1.3	-0.1	-1	2.8	-3.5	4.8	4.9	7.1	2.2	4.1	3.3	1.1	-1.7	2.6	0.3	0	4.1	6.3	-1.5	3.7	0.4	1.6	-0.3	0.8	1.2	3.4	6.6	
6.5	4.7	2.1	1.2	-1.1	0.9	1.1	-7.8	2.7	1.7	4.9	5.1	7.2	0.7	6.3	5.5	3.3	5.5	-4.2	0.2	0.2	4.2	6.5	-1.4	2.2	2.6	3.8	1.9	2	-5.6	5.3	6.8	
6.6	4.9	2.2	-0.3	1.1	3.1	3.3	-6.6	-4.1	1.6	5.1	5.2	7.4	0.8	4.8	7.7	5.5	1.7	-3	-6.6	0.1	4.4	6.6	-1.2	2.3	1.1	6	4.1	4.2	-4.4	-1.5	6.7	
6.8	5	2.4	-0.2	-0.4	5.3	5.5	-4.4	-12.9	-5.2	5	5.4	7.5	1	4.9	6.2	7.7	3.9	-0.8	-5.4	-6.7	4.3	6.8	-1.1	2.5	1.2	4.5	6.3	6.4	-2.2	-0.3	-0.1	
6.7	5.2	2.5	0	-0.3	3.8	7.7	-2.2	-0.7	-4	-1.8	5.3	7.7	1.1	5.1	6.3	6.2	6.1	1.4	-3.2	-5.5	-2.5	6.7	-0.9	2.6	1.4	4.6	4.8	8.6	0	1.9	1.1	
-0.1	5.1	2.7	0.1	-0.1	4.9	6.2	0	1.5	-1.8	-0.6	-1.5	7.6	1.3	5.2	6.5	6.3	4.6	3.6	-1	-0.3	-1.3	-0.1	-1	2.8	1.5	4.8	4.9	7.1	2.2	4.1	3.3	
1.5	-1.7	2.6	0.3	0	4.1	6.3	-1.5	3.7	0.4	1.6	-0.3	0.8	1.2	5.4	6.6	6.5	4.7	2.1	1.2	-1.1	0.9	1.1	-7.8	2.7	1.7	4.9	5.1	7.2	0.7	6.3	5.5	
3.3	-0.5	-4.2	0.2	-2.1	4.2	6.5	-1.4	2.2	2.6	3.8	1.9	7	-5.6	5.3	6.8	6.6	4.9	2.2	-0.3	1.1	3.1	3.3	-6.6	-4.1	1.6	5.1	5.2	7.4	0.8	4.8	7.7	
5.5	1.7	-3	-6.6	0.1	4.4	6.6	-1.2	2.3	1.1	6	4.1	4.2	1.6	-1.5	7.7	6.8	5	2.4	-6.2	-0.4	5.3	5.5	-4.4	-2.9	-5.2	5	5.4	7.5	1	4.9	6.2	
7.7	3.9	-0.8	-5.4	-6.7	4.3	3.8	-3.1	-7.5	1.2	4.5	6.3	6.4	-2.2	-90.3	-0.1	6.7	5.2	2.5	0	-0.3	3.8	7.7	-2.2	-0.7	-4	-1.8	5.3	7.7	1.1	4.1	6.3	
6.2	6.1	1.4	-3.2	-5.2	-2.5	6.7	-0.9	1.6	1.4	4.6	4.8	8.6	0	1.9	1.1	-0.1	5.1	-0.3	0.1	-0.1	0.9	6.2	0	1.5	-1.8	-0.6	-1.5	7.6	1.3	5.2	6.5	
6.3	4.6	3.6	-1	-3.3	-1.3	-0.1	-1	2.8	1.5	4.8	4.9	7.1	2.2	4.1	3.3	1.1	-1.7	2.6	0.3	0	4.1	6.3	-1.5	3.7	0.4	1.6	-0.3	0.8	-4.8	5.4	6.6	
6.5	4.7	2.1	1.2	-1.1	0.9	1.1	-7.8	2.7	1.7	4.9	5.1	7.2	0.7	6.3	5.5	3.3	-0.5	-4.2	0.2	0.2	4.2	6.5	-5.4	2.2	2.6	3.8	1.9	7	-5.6	6.3	6.8	
6.6	4.9	2.2	-0.3	1.1	3.1	3.3	-6.6	-4.1	1.6	2.1	5.2	7.4	2.8	4.8	7.7	5.5	1.7	-3	-6.6	0.1	4.4	6.6	-1.2	4.3	1.1	6	4.1	4.2	-4.4	-1.5	6.7	
8.8	5	2.4	-0.2	-0.4	5.3	5.5	-4.4	-2.9	-5.2	5	5.4	7.5	1	4.9	6.2	7.7	3.9	-0.8	-5.4	-6.7	4.3	6.8	-1.1	2.5	1.2	4.5	6.3	6.4	-2.2	-0.3	-0.1	
4.7	5.2	2.5	0	-0.3	3.8	7.7	-2.2	-0.7	-4	-1.8	2.3	7.7	1.1	5.1	-0.7	6.2	6.1	1.4	-3.2	-5.5	-2.5	6.7	-0.9	2.6	1.4	4.6	4.8	8.6	0	1.9	1.1	
-0.1	5.1	2.7	0.1	-0.1	3.9	6.2	0	1.5	-1.8	-0.6	-1.5	4.5	1.3	5.2	6.5	6.3	4.6	3.6	-1	-3.3	-1.3	-0.1	-1	2.8	1.5	4.8	4.9	7.1	2.2	4.1	3.6	
1.1	-1.7	2.6	0.3	0	4.1	6.3	-1.5	1.7	0.4	1.6	-0.3	0.8	1.2	5.4	6.6	5.5	4.7	1.1	1.2	-1.1	0.9	1.1	-7.8	2.7	1.7	4.9	-0.9	7.2	0.7	6.3	5.5	
3.3	-0.5	-4.2	0.2	0.2	4.2	5.5	-1.4	2.2	2.6	3.8	1.9	2	-5.6	5.3	6.8	7.6	4.9	2.2	-0.3	1.1	3.1	3.3	-6.6	-4.1	1.6	5.1	5.2	7.4	0.8	4.8	7.7	
5.5	5.7	-3	-6.6	0.1	3.4	2.6	-1.2	2.3	1.1	6	4.1	4.2	-4.4	-1.5	6.7	6.8	5	2.4	-0.2	-0.4	5.3	5.5	-4.4	-2.9	-5.2	5	5.4	7.5	1	4.9	6.2	
7.7	3.9	-0.8	-5.4	-6.7	4.3	6.8	-1.1	2.5	1.2	4.5	6.3	6.4	-2.2	-0.3	-0.1	6.7	3.2	2.5	0	-0.3	3.8	7.7	-2.2	-0.7	-4	-1.8	5.3	7.7	1.1	5.1	7.3	
6.2	6.1	1.4	-3.2	-5.5	-2.5	6.7	-0.9	2.6	1.4	4.6	4.8	8.6	0	1.9	1.1	-0.1	5.1	2.7	0.1	0.9	3.9	6.2	0	1.5	-5.8	-0.6	-1.5	7.6	1.3	5.2	6.5	
6.3	4.6	3.6	-1	-3.3	-1.3	-0.1	-1	2.8	1.5	4.8	4.9	7.1	2.2	4.1	3.3	1.1	-1.7	2.6	0.3	0	5.1	6.3	-1.5	2.7	0.4	1.6	-0.3	0.8	1.2	5.4	6.6	
6.5	4.7	2.1	1.2	-1.1	0.9	1.1	0.2	2.7	1.7	4.9	5.1	7.2	0.7	6.3	5.5	0.3	-0.5	-4.2	0.2	0.2	4.2	6.5	-1.4	2.2	2.6	3.8	4.9	2	-5.6	5.3	6.8	
1.6	4.9	2.2	-0.3	1.1	3.1	3.3	-6.6	-4.1	1.6	5.1	5.2	7.4	-0.2	5.8	7.7	5.5	1.7	-3	-6.6	0.1	4.4	6.6	-1.2	2.3	1.1	6	4.1	4.2	-4.4	-1.5	6.7	
6.8	5	2.4	-0.2	-0.4	5.3	5.5	-4.4	-2.9	-5.2	5	5.4	7.5	1	4.9	6.2	7.7	3.9	-0.8	-5.4	-6.7	4.3	6.8	-1.1	2.5	1.2	4.5	0.3	6.4	-2.2	-0.3	-0.1	
6.7	5.2	2.5	0	-0.3	-1.2	-0.3	-2.2	-0.7	-4	-1.8	5.3	7.7	1.1	5.1	6.3	6.2	6.1	1.4	-3.2	-5.5	-2.5	6.7	-0.9	2	1.4	4.6	4.8	8.6	0	1.9	1.1	
-0.1	5.1	2.7	0.1	-0.1	3.9	1.2	0	1.5	-1.8	-0.6	-1.5	7.6	1.3	5.2	6.5	6.3	4.6	3.6	-1	-3.3	-1.3	-0.1	-1	2.8	1.5	4.8	4.9	7.1	2.2	4.1	3.3	
1.1	-1.7	2.6	0.3	0	4.1	6.3	-1.5	3.7	0.4	1.6	-0.3	0.8	1.2	5.4	6.6	6.5	4.7	2.1	1.2	-1.1	0.9	1.1	-7.8	2.7	1.7	4.9	5.1	7.2	0.7	6.3	5.5	
3.3	-0.5	-4.2	0.2	0.2	4.2	6.5	-1.4	2.2	2.6	3.8	1.9	2	-5.6	5.3	6.8	6.6	4.9	2.2	-3.3	-7	3.1	3.3	-2.6	-4.1	1.6	2.1	5.2	7.4	0.8	4.8	7.7	
######################################################
E = 
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
655.78	652	713.37	741.42	694.73	745.93	807.82	716.62	921.82	799.93	752.2	655.74	673.88	659.57	1409.22	804.03	694.23	665.02	763.82	846.02	843.22	758.9	624.94	672.4	706.35	746.22	786.83	721.83	624.12	752.42	785.72	756.69	
######################################################
H = 
10.1	11.6	11.5	11.3	11.2	11	11.1	17.9	16.3	14.5	12.3	10.1	11.6	11.5	11.3	11.2	9	13.1	17.9	16.7	14.5	12.3	10.1	11.6	11.5	11.3	16.2	11	11.1	17.9	16.7	14.5	
10.7	8.5	10	9.9	9.7	9.6	9.4	9.5	16.3	15.1	12.9	10.7	8.5	10	9.9	9.7	9.6	9.4	9.5	16.3	15.1	8.9	10.7	8.5	10	9.9	9.7	9.6	9.4	9.5	16.3	15.1	
10.4	8.2	6	7.5	7.4	7.2	7.1	6.9	7	13.8	12.6	10.4	8.2	6	7.5	7.4	7.2	7.1	6.9	7	13.8	12.6	10.4	8.2	6	7.5	7.4	7.2	7.1	6.9	7	13.8	
10.2	8	5.8	3.6	5.1	5	4.8	4.7	4.5	4.6	11.4	10.2	8	5.8	3.6	5.1	5	4.8	4.7	4.5	4.6	11.4	10.2	8	5.8	3.6	5.1	5	4.8	4.7	4.5	4.6	
3.3	10.1	7.9	5.7	3.5	5	4.9	4.7	4.6	6.7	4.5	11.3	9.8	7.9	5.7	3.5	5	4.9	4.7	4.6	4.4	4.5	11.3	10.1	7.9	5.7	3.5	5	4.9	4.7	4.6	4.4	
9.7	15.5	14.3	12.1	9.9	7.7	9.2	8.1	8.9	8.8	8.6	8.7	15.5	14.3	12.1	9.9	7.7	9.2	9.1	8.9	8.8	9.6	8.7	15.5	14.3	12.1	9.9	7.7	14.2	9.1	8.9	8.8	
11	11.1	17.9	16.7	14.5	12.3	10.1	11.6	11.5	11.3	11.2	14	11.1	17.9	16.7	14.5	12.3	10.1	11.6	11.5	12.3	15.2	11	11.1	17.9	16.7	14.5	12.3	18.1	16.6	11.5	11.3	
3.5	3.3	3.4	10.2	9	6.8	4.6	2.4	3.9	3.8	3.6	5.5	3.3	3.4	10.2	9	6.8	4.6	2.4	3.9	3.8	3.6	3.5	3.3	3.4	2.2	9	6.8	4.6	2.4	3.9	3.8	
6.3	7.2	7	7.1	13.9	22.7	10.5	8.3	6.1	7.6	7.5	17.3	8.2	7	7.1	13.9	12.7	10.5	8.3	8.1	7.6	7.5	7.3	7.2	7	7.1	13.9	12.7	10.5	8.3	6.1	7.6	
6.4	6.2	11.1	5.9	6	12.8	11.6	9.4	7.2	5	6.5	6.4	6.2	6.1	5.9	6	12.8	11.6	9.4	7.2	5	6.5	6.4	6.2	6.1	5.9	6	12.8	11.6	9.4	7.2	5	
9.9	9.8	9.6	9.5	9.3	9.4	16.2	15	12.8	10.6	8.4	9.9	9.8	9.6	9.5	12.3	9.4	16.2	15	12.8	10.6	8.4	9.9	9.8	9.6	9.5	9.3	9.4	16.2	15	12.8	10.6	
9.7	10.2	10.1	9.9	9.8	9.6	9.7	16.5	15.3	13.1	10.9	8.7	10.2	10.1	9.9	9.8	9.6	12.7	16.5	15.3	13.1	10.9	8.7	10.2	10.1	9.9	9.8	9.6	9.7	16.5	15.3	13.1	
13.2	11	12.5	12.4	12.2	12.1	11.9	12	18.8	12.6	15.4	13.2	11	12.5	12.4	12.2	12.1	11.9	15.1	18.8	17.6	15.4	13.2	11	12.5	12.4	12.2	12.1	11.9	12	18.8	17.6	
