Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.36     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::remove<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&)
  0.00      0.36     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.36     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>, std::random_access_iterator_tag)
  0.00      0.36     0.00        8     0.00     0.00  CMatrix::getnC()
  0.00      0.36     0.00        8     0.00     0.00  CMatrix::getnR()
  0.00      0.36     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::construct(CMatrix*, CMatrix const&)
  0.00      0.36     0.00        8     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::max_size(std::allocator<CMatrix> const&)
  0.00      0.36     0.00        8     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::construct<CMatrix>(std::allocator<CMatrix>&, CMatrix*, CMatrix const&)
  0.00      0.36     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::__normal_iterator(CMatrix* const&)
  0.00      0.36     0.00        8     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::max_size() const
  0.00      0.36     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_copy<false>::__uninit_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*)
  0.00      0.36     0.00        8     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::push_back(CMatrix const&)
  0.00      0.36     0.00        8     0.00     0.00  CMatrix* std::uninitialized_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*)
  0.00      0.36     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_copy_a<CMatrix*, CMatrix*, CMatrix>(CMatrix*, CMatrix*, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.36     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_move_if_noexcept_a<CMatrix*, CMatrix*, std::allocator<CMatrix> >(CMatrix*, CMatrix*, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.36     0.00        6     0.00     0.00  CMatrix::setName(std::string)
  0.00      0.36     0.00        6     0.00     0.00  CMatrix::getString()
  0.00      0.36     0.00        6     0.00     0.00  operator<<(std::ostream&, CMatrix&)
  0.00      0.36     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::difference_type __gnu_cxx::operator-<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&, __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&)
  0.00      0.36     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::_M_check_len(unsigned int, char const*) const
  0.00      0.36     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&)
  0.00      0.36     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::end()
  0.00      0.36     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::begin()
  0.00      0.36     0.00        4     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.36     0.00        3     0.00     0.00  CMatrix::getTranspose()
  0.00      0.36     0.00        2     0.00   165.00  CMatrix::getInverse()
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::mul(CMatrix const&)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::copy(std::string)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::CMatrix(std::string, std::string)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::operator*=(CMatrix const&)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::operator*=(double)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::operator*(CMatrix const&)
  0.00      0.36     0.00        2     0.00     0.00  CMatrix::operator*(double)
  0.00      0.36     0.00        2     0.00     0.00  std::iterator<std::input_iterator_tag, char, long long, char*, char&>::iterator()
  0.00      0.36     0.00        1     0.00     0.00  addOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.36     0.00        1     0.00     0.00  checkNumeric(std::string const&)
  0.00      0.36     0.00        1     0.00     0.00  subOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.36     0.00        1     0.00   165.00  divideOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.36     0.00        1     0.00     0.00  multiplyOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.36     0.00        1     0.00     0.00  transposeOperation(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string)
  0.00      0.36     0.00        1     0.00     0.00  programLoopFromFile(char*)
  0.00      0.36     0.00        1     0.00     0.00  elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::elementWiseDiv(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::add(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::sub(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::operator-=(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::operator-(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::operator+=(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  CMatrix::operator+(CMatrix const&)
  0.00      0.36     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::new_allocator()
  0.00      0.36     0.00        1     0.00     0.00  std::allocator<CMatrix>::allocator()
  0.00      0.36     0.00        1     0.00     0.00  char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&)
  0.00      0.36     0.00        1     0.00     0.00  char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::input_iterator_tag)
  0.00      0.36     0.00        1     0.00     0.00  char* std::string::_S_construct_aux<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::__false_type)
  0.00      0.36     0.00        1     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&)
  0.00      0.36     0.00        1     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::_Vector_impl()
  0.00      0.36     0.00        1     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_base()
  0.00      0.36     0.00        1     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::istream&)
  0.00      0.36     0.00        1     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator()
  0.00      0.36     0.00        1     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::vector()
  0.00      0.36     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.36     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::count<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&)
  0.00      0.36     0.00        1     0.00     0.00  bool std::operator==<char, std::char_traits<char> >(std::istreambuf_iterator<char, std::char_traits<char> > const&, std::istreambuf_iterator<char, std::char_traits<char> > const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.78% of 0.36 seconds

index % time    self  children    called     name
                0.33    0.00    2052/2052        CMatrix::getInverse() [2]
[1]     91.7    0.33    0.00    2052         CMatrix::getDeterminant() [1]
-----------------------------------------------
                0.00    0.17       1/2           divideOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [3]
                0.00    0.17       1/2           _fu26___ZSt4cout [4]
[2]     91.7    0.00    0.33       2         CMatrix::getInverse() [2]
                0.33    0.00    2052/2052        CMatrix::getDeterminant() [1]
                0.00    0.00    2058/8523        CMatrix::~CMatrix() [17]
                0.00    0.00    2048/2048        CMatrix::getCofactor(int, int) [31]
                0.00    0.00       4/2116        CMatrix::operator=(CMatrix const&) [28]
                0.00    0.00       2/4105        CMatrix::CMatrix(int, int, int, double) [26]
                0.00    0.00       2/3           CMatrix::getTranspose() [113]
                0.00    0.00       2/2           CMatrix::operator*(double) [120]
                0.00    0.00       2/2240        CMatrix::CMatrix(CMatrix const&) [27]
-----------------------------------------------
                0.00    0.17       1/1           _fu32___ZSt4cout [5]
[3]     45.8    0.00    0.17       1         divideOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [3]
                0.00    0.17       1/2           CMatrix::getInverse() [2]
                0.00    0.00       2/93          std::vector<CMatrix, std::allocator<CMatrix> >::operator[](unsigned int) [42]
                0.00    0.00       2/8523        CMatrix::~CMatrix() [17]
                0.00    0.00       1/2240        CMatrix::CMatrix(CMatrix const&) [27]
                0.00    0.00       1/2           CMatrix::operator*(CMatrix const&) [119]
                0.00    0.00       1/6           CMatrix::setName(std::string) [104]
-----------------------------------------------
                                                 <spontaneous>
[4]     45.8    0.00    0.17                 _fu26___ZSt4cout [4]
                0.00    0.17       1/2           CMatrix::getInverse() [2]
                0.00    0.00       2/22          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [78]
                0.00    0.00       2/18          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [81]
                0.00    0.00       2/23          std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [68]
                0.00    0.00       2/93          std::vector<CMatrix, std::allocator<CMatrix> >::operator[](unsigned int) [42]
                0.00    0.00       1/10          __gnu_cxx::__normal_iterator<char*, std::string> std::remove<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&) [89]
                0.00    0.00       1/2240        CMatrix::CMatrix(CMatrix const&) [27]
                0.00    0.00       1/82          CMatrix::getName() [45]
                0.00    0.00       1/2111        bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [30]
-----------------------------------------------
                                                 <spontaneous>
[5]     45.8    0.00    0.17                 _fu32___ZSt4cout [5]
                0.00    0.17       1/1           divideOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [3]
                0.00    0.00       3/22          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [78]
                0.00    0.00       3/23          std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [68]
                0.00    0.00       2/18          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [81]
                0.00    0.00       1/8           std::vector<CMatrix, std::allocator<CMatrix> >::push_back(CMatrix const&) [100]
                0.00    0.00       1/82          CMatrix::getName() [45]
-----------------------------------------------
                                                 <spontaneous>
[6]      8.3    0.03    0.00                 _fu84___ZTIPKc [6]
                0.00    0.00    2048/4105        CMatrix::CMatrix(int, int, int, double) [26]
-----------------------------------------------
                0.00    0.00       1/49994       std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::istream&) [144]
                0.00    0.00       1/49994       std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator() [145]
                0.00    0.00    8330/49994       std::istreambuf_iterator<char, std::char_traits<char> >::operator++() [23]
                0.00    0.00   16666/49994       std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [14]
                0.00    0.00   24996/49994       std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [10]
[8]      0.0    0.00    0.00   49994         std::char_traits<char>::eof() [8]
-----------------------------------------------
                0.00    0.00   16666/41660       std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [14]
                0.00    0.00   24994/41660       std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [10]
[9]      0.0    0.00    0.00   41660         std::char_traits<char>::eq_int_type(int const&, int const&) [9]
-----------------------------------------------
                0.00    0.00    8330/24996       std::istreambuf_iterator<char, std::char_traits<char> >::operator*() const [21]
                0.00    0.00   16666/24996       std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [14]
[10]     0.0    0.00    0.00   24996         std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [10]
                0.00    0.00   24996/49994       std::char_traits<char>::eof() [8]
                0.00    0.00   24994/41660       std::char_traits<char>::eq_int_type(int const&, int const&) [9]
-----------------------------------------------
                0.00    0.00      20/16806       bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [86]
                0.00    0.00      28/16806       __gnu_cxx::__normal_iterator<char*, std::string>::difference_type __gnu_cxx::operator-<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [83]
