Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       98     0.00     0.00  void std::_Destroy<CMatrix>(CMatrix*)
  0.00      0.00     0.00       98     0.00     0.00  operator new(unsigned int, void*)
  0.00      0.00     0.00       90     0.00     0.00  void std::_Construct<CMatrix, CMatrix>(CMatrix*, CMatrix const&)
  0.00      0.00     0.00       87     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::operator[](unsigned int)
  0.00      0.00     0.00       83     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::operator++()
  0.00      0.00     0.00       83     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::operator*() const
  0.00      0.00     0.00       80     0.00     0.00  CMatrix::setSubMatrix(int, int, CMatrix const&)
  0.00      0.00     0.00       78     0.00     0.00  CMatrix::getName()
  0.00      0.00     0.00       73     0.00     0.00  CMatrix::CMatrix(int, int, int, double)
  0.00      0.00     0.00       69     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned int)
  0.00      0.00     0.00       69     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00       57     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_get_Tp_allocator()
  0.00      0.00     0.00       44     0.00     0.00  CMatrix::operator=(CMatrix const&)
  0.00      0.00     0.00       44     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::__normal_iterator(CMatrix const* const&)
  0.00      0.00     0.00       40     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.00      0.00     0.00       39     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00       36     0.00     0.00  CMatrix::getDeterminant()
  0.00      0.00     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::max_size() const
  0.00      0.00     0.00       32     0.00     0.00  CMatrix::getCofactor(int, int)
  0.00      0.00     0.00       32     0.00     0.00  CMatrix::copy(double)
  0.00      0.00     0.00       32     0.00     0.00  CMatrix::addColumn(CMatrix const&)
  0.00      0.00     0.00       32     0.00     0.00  CMatrix::CMatrix(double)
  0.00      0.00     0.00       30     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_get_Tp_allocator() const
  0.00      0.00     0.00       27     0.00     0.00  void std::_Destroy_aux<false>::__destroy<CMatrix*>(CMatrix*, CMatrix*)
  0.00      0.00     0.00       27     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_deallocate(CMatrix*, unsigned int)
  0.00      0.00     0.00       27     0.00     0.00  void std::_Destroy<CMatrix*>(CMatrix*, CMatrix*)
  0.00      0.00     0.00       27     0.00     0.00  void std::_Destroy<CMatrix*, CMatrix>(CMatrix*, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.00     0.00       26     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::deallocate(CMatrix*, unsigned int)
  0.00      0.00     0.00       26     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::allocate(unsigned int, void const*)
  0.00      0.00     0.00       26     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::deallocate(std::allocator<CMatrix>&, CMatrix*, unsigned int)
  0.00      0.00     0.00       26     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::allocate(std::allocator<CMatrix>&, unsigned int)
  0.00      0.00     0.00       26     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_allocate(unsigned int)
  0.00      0.00     0.00       23     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::~new_allocator()
  0.00      0.00     0.00       23     0.00     0.00  std::allocator<CMatrix>::~allocator()
  0.00      0.00     0.00       23     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00       23     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::~_Vector_base()
  0.00      0.00     0.00       23     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::~vector()
  0.00      0.00     0.00       22     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::new_allocator(__gnu_cxx::new_allocator<CMatrix> const&)
  0.00      0.00     0.00       22     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::_S_select_on_copy(std::allocator<CMatrix> const&)
  0.00      0.00     0.00       22     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::end() const
  0.00      0.00     0.00       22     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::begin() const
  0.00      0.00     0.00       22     0.00     0.00  std::allocator<CMatrix>::allocator(std::allocator<CMatrix> const&)
  0.00      0.00     0.00       22     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::_Vector_impl(std::allocator<CMatrix> const&)
  0.00      0.00     0.00       22     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_create_storage(unsigned int)
  0.00      0.00     0.00       22     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_base(unsigned int, std::allocator<CMatrix> const&)
  0.00      0.00     0.00       22     0.00     0.00  CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*)
  0.00      0.00     0.00       22     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&)
  0.00      0.00     0.00       22     0.00     0.00  CMatrix* std::uninitialized_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*)
  0.00      0.00     0.00       22     0.00     0.00  CMatrix* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*, CMatrix>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.00     0.00       18     0.00     0.00  isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string)
  0.00      0.00     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::base() const
  0.00      0.00     0.00       14     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string>::difference_type __gnu_cxx::operator-<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&)
  0.00      0.00     0.00       11     0.00     0.00  __gnu_cxx::__ops::_Iter_equals_val<char const>::_Iter_equals_val(char const&)
  0.00      0.00     0.00       11     0.00     0.00  __gnu_cxx::__ops::_Iter_equals_val<char const> __gnu_cxx::__ops::__iter_equals_val<char const>(char const&)
  0.00      0.00     0.00       10     0.00     0.00  bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.00     0.00       10     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char*, std::string> >(__gnu_cxx::__normal_iterator<char*, std::string> const&)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::remove<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.00     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>, std::random_access_iterator_tag)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::getnC()
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::getnR()
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::addRow(CMatrix const&)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::getString()
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::CMatrix(std::string, int, int, int, double)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix::CMatrix()
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::construct(CMatrix*, CMatrix const&)
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::max_size(std::allocator<CMatrix> const&)
  0.00      0.00     0.00        8     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::construct<CMatrix>(std::allocator<CMatrix>&, CMatrix*, CMatrix const&)
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::__normal_iterator(CMatrix* const&)
  0.00      0.00     0.00        8     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::max_size() const
  0.00      0.00     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_copy<false>::__uninit_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*)
  0.00      0.00     0.00        8     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::push_back(CMatrix const&)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix* std::uninitialized_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_copy_a<CMatrix*, CMatrix*, CMatrix>(CMatrix*, CMatrix*, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.00     0.00        8     0.00     0.00  CMatrix* std::__uninitialized_move_if_noexcept_a<CMatrix*, CMatrix*, std::allocator<CMatrix> >(CMatrix*, CMatrix*, CMatrix*, std::allocator<CMatrix>&)
  0.00      0.00     0.00        8     0.00     0.00  operator<<(std::ostream&, CMatrix&)
  0.00      0.00     0.00        6     0.00     0.00  CMatrix::setName(std::string)
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::difference_type __gnu_cxx::operator-<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&, __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&)
  0.00      0.00     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::_M_check_len(unsigned int, char const*) const
  0.00      0.00     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&)
  0.00      0.00     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::end()
  0.00      0.00     0.00        4     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::begin()
  0.00      0.00     0.00        4     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.00     0.00        3     0.00     0.00  CMatrix::getTranspose()
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::getInverse()
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::mul(CMatrix const&)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::copy(std::string)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::CMatrix(std::string, std::string)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::operator*=(CMatrix const&)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::operator*=(double)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::operator*(CMatrix const&)
  0.00      0.00     0.00        2     0.00     0.00  CMatrix::operator*(double)
  0.00      0.00     0.00        2     0.00     0.00  std::iterator<std::input_iterator_tag, char, long long, char*, char&>::iterator()
  0.00      0.00     0.00        1     0.00     0.00  addOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.00     0.00        1     0.00     0.00  checkNumeric(std::string const&)
  0.00      0.00     0.00        1     0.00     0.00  subOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.00     0.00        1     0.00     0.00  divideOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.00     0.00        1     0.00     0.00  multiplyOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string)
  0.00      0.00     0.00        1     0.00     0.00  transposeOperation(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string)
  0.00      0.00     0.00        1     0.00     0.00  programLoopFromFile(char*)
  0.00      0.00     0.00        1     0.00     0.00  elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::elementWiseDiv(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::add(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::sub(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::operator-=(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::operator-(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::operator+=(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  CMatrix::operator+(CMatrix const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<CMatrix>::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<CMatrix>::allocator()
  0.00      0.00     0.00        1     0.00     0.00  char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&)
  0.00      0.00     0.00        1     0.00     0.00  char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::input_iterator_tag)
  0.00      0.00     0.00        1     0.00     0.00  char* std::string::_S_construct_aux<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::__false_type)
  0.00      0.00     0.00        1     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::istream&)
  0.00      0.00     0.00        1     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<CMatrix, std::allocator<CMatrix> >::vector()
  0.00      0.00     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>)
  0.00      0.00     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::count<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&)
  0.00      0.00     0.00        1     0.00     0.00  bool std::operator==<char, std::char_traits<char> >(std::istreambuf_iterator<char, std::char_traits<char> > const&, std::istreambuf_iterator<char, std::char_traits<char> > const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       1/1214        std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::istream&) [141]
                0.00    0.00       1/1214        std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator() [142]
                0.00    0.00     200/1214        std::istreambuf_iterator<char, std::char_traits<char> >::operator++() [19]
                0.00    0.00     406/1214        std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [9]
                0.00    0.00     606/1214        std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [4]
[2]      0.0    0.00    0.00    1214         std::char_traits<char>::eof() [2]
-----------------------------------------------
                0.00    0.00     406/1010        std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [9]
                0.00    0.00     604/1010        std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [4]
[3]      0.0    0.00    0.00    1010         std::char_traits<char>::eq_int_type(int const&, int const&) [3]
-----------------------------------------------
                0.00    0.00     200/606         std::istreambuf_iterator<char, std::char_traits<char> >::operator*() const [17]
                0.00    0.00     406/606         std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [9]
[4]      0.0    0.00    0.00     606         std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [4]
                0.00    0.00     606/1214        std::char_traits<char>::eof() [2]
                0.00    0.00     604/1010        std::char_traits<char>::eq_int_type(int const&, int const&) [3]
-----------------------------------------------
                0.00    0.00      20/546         bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [78]
                0.00    0.00      28/546         __gnu_cxx::__normal_iterator<char*, std::string>::difference_type __gnu_cxx::operator-<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [75]
                0.00    0.00     498/546         bool __gnu_cxx::operator!=<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [12]
[5]      0.0    0.00    0.00     546         __gnu_cxx::__normal_iterator<char*, std::string>::base() const [5]
-----------------------------------------------
                0.00    0.00       2/524         CMatrix::copy(std::string) [111]
                0.00    0.00      32/524         CMatrix::copy(double) [43]
                0.00    0.00     207/524         CMatrix::copy(CMatrix const&) [14]
                0.00    0.00     283/524         CMatrix::~CMatrix() [11]
[6]      0.0    0.00    0.00     524         CMatrix::reset() [6]
-----------------------------------------------
                0.00    0.00      48/436         __gnu_cxx::__normal_iterator<char*, std::string> std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [79]
                0.00    0.00     388/436         bool __gnu_cxx::__ops::_Iter_equals_val<char const>::operator()<__gnu_cxx::__normal_iterator<char*, std::string> >(__gnu_cxx::__normal_iterator<char*, std::string>) [10]
[7]      0.0    0.00    0.00     436         __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [7]
-----------------------------------------------
                0.00    0.00      72/412         __gnu_cxx::__normal_iterator<char*, std::string> std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [79]
                0.00    0.00     140/412         __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>, std::random_access_iterator_tag) [83]
                0.00    0.00     200/412         std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [144]
[8]      0.0    0.00    0.00     412         __gnu_cxx::__normal_iterator<char*, std::string>::operator++() [8]
-----------------------------------------------
                0.00    0.00     406/406         std::istreambuf_iterator<char, std::char_traits<char> >::equal(std::istreambuf_iterator<char, std::char_traits<char> > const&) const [15]
[9]      0.0    0.00    0.00     406         std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [9]
                0.00    0.00     406/1214        std::char_traits<char>::eof() [2]
                0.00    0.00     406/606         std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [4]
                0.00    0.00     406/1010        std::char_traits<char>::eq_int_type(int const&, int const&) [3]
-----------------------------------------------
                0.00    0.00      40/388         __gnu_cxx::__normal_iterator<char*, std::string> std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [79]
                0.00    0.00     148/388         __gnu_cxx::__normal_iterator<char*, std::string> std::__find_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>, std::random_access_iterator_tag) [83]
